Level Symmetric, Quadrature Order = 7, Total Directions = 224
1.51985861E-01	1.51985861E-01	9.76627153E-01	9.11015388E-02
1.51985861E-01	4.22156982E-01	8.93691099E-01	7.68131933E-02
1.51985861E-01	5.77350269E-01	8.02226255E-01	3.58039999E-02
1.51985861E-01	6.98892087E-01	6.98892087E-01	6.19101107E-02
1.51985861E-01	8.02226255E-01	5.77350269E-01	3.58039999E-02
1.51985861E-01	8.93691099E-01	4.22156982E-01	7.68131933E-02
1.51985861E-01	9.76627153E-01	1.51985861E-01	9.11015388E-02
4.22156982E-01	1.51985861E-01	8.93691099E-01	7.68131933E-02
4.22156982E-01	4.22156982E-01	8.02226255E-01	5.98459046E-02
4.22156982E-01	5.77350269E-01	6.98892087E-01	4.05884466E-02
4.22156982E-01	6.98892087E-01	5.77350269E-01	4.05884466E-02
4.22156982E-01	8.02226255E-01	4.22156982E-01	5.98459046E-02
4.22156982E-01	8.93691099E-01	1.51985861E-01	7.68131933E-02
5.77350269E-01	1.51985861E-01	8.02226255E-01	3.58039999E-02
5.77350269E-01	4.22156982E-01	6.98892087E-01	4.05884466E-02
5.77350269E-01	5.77350269E-01	5.77350269E-01	1.29898258E-02
5.77350269E-01	6.98892087E-01	4.22156982E-01	4.05884466E-02
5.77350269E-01	8.02226255E-01	1.51985861E-01	3.58039999E-02
6.98892087E-01	1.51985861E-01	6.98892087E-01	6.19101107E-02
6.98892087E-01	4.22156982E-01	5.77350269E-01	4.05884466E-02
6.98892087E-01	5.77350269E-01	4.22156982E-01	4.05884466E-02
6.98892087E-01	6.98892087E-01	1.51985861E-01	6.19101107E-02
8.02226255E-01	1.51985861E-01	5.77350269E-01	3.58039999E-02
8.02226255E-01	4.22156982E-01	4.22156982E-01	5.98459046E-02
8.02226255E-01	5.77350269E-01	1.51985861E-01	3.58039999E-02
8.93691099E-01	1.51985861E-01	4.22156982E-01	7.68131933E-02
8.93691099E-01	4.22156982E-01	1.51985861E-01	7.68131933E-02
9.76627153E-01	1.51985861E-01	1.51985861E-01	9.11015388E-02
-1.51985861E-01	1.51985861E-01	9.76627153E-01	9.11015388E-02
-1.51985861E-01	4.22156982E-01	8.93691099E-01	7.68131933E-02
-1.51985861E-01	5.77350269E-01	8.02226255E-01	3.58039999E-02
-1.51985861E-01	6.98892087E-01	6.98892087E-01	6.19101107E-02
-1.51985861E-01	8.02226255E-01	5.77350269E-01	3.58039999E-02
-1.51985861E-01	8.93691099E-01	4.22156982E-01	7.68131933E-02
-1.51985861E-01	9.76627153E-01	1.51985861E-01	9.11015388E-02
-4.22156982E-01	1.51985861E-01	8.93691099E-01	7.68131933E-02
-4.22156982E-01	4.22156982E-01	8.02226255E-01	5.98459046E-02
-4.22156982E-01	5.77350269E-01	6.98892087E-01	4.05884466E-02
-4.22156982E-01	6.98892087E-01	5.77350269E-01	4.05884466E-02
-4.22156982E-01	8.02226255E-01	4.22156982E-01	5.98459046E-02
-4.22156982E-01	8.93691099E-01	1.51985861E-01	7.68131933E-02
-5.77350269E-01	1.51985861E-01	8.02226255E-01	3.58039999E-02
-5.77350269E-01	4.22156982E-01	6.98892087E-01	4.05884466E-02
-5.77350269E-01	5.77350269E-01	5.77350269E-01	1.29898258E-02
-5.77350269E-01	6.98892087E-01	4.22156982E-01	4.05884466E-02
-5.77350269E-01	8.02226255E-01	1.51985861E-01	3.58039999E-02
-6.98892087E-01	1.51985861E-01	6.98892087E-01	6.19101107E-02
-6.98892087E-01	4.22156982E-01	5.77350269E-01	4.05884466E-02
-6.98892087E-01	5.77350269E-01	4.22156982E-01	4.05884466E-02
-6.98892087E-01	6.98892087E-01	1.51985861E-01	6.19101107E-02
-8.02226255E-01	1.51985861E-01	5.77350269E-01	3.58039999E-02
-8.02226255E-01	4.22156982E-01	4.22156982E-01	5.98459046E-02
-8.02226255E-01	5.77350269E-01	1.51985861E-01	3.58039999E-02
-8.93691099E-01	1.51985861E-01	4.22156982E-01	7.68131933E-02
-8.93691099E-01	4.22156982E-01	1.51985861E-01	7.68131933E-02
-9.76627153E-01	1.51985861E-01	1.51985861E-01	9.11015388E-02
1.51985861E-01	-1.51985861E-01	9.76627153E-01	9.11015388E-02
1.51985861E-01	-4.22156982E-01	8.93691099E-01	7.68131933E-02
1.51985861E-01	-5.77350269E-01	8.02226255E-01	3.58039999E-02
1.51985861E-01	-6.98892087E-01	6.98892087E-01	6.19101107E-02
1.51985861E-01	-8.02226255E-01	5.77350269E-01	3.58039999E-02
1.51985861E-01	-8.93691099E-01	4.22156982E-01	7.68131933E-02
1.51985861E-01	-9.76627153E-01	1.51985861E-01	9.11015388E-02
4.22156982E-01	-1.51985861E-01	8.93691099E-01	7.68131933E-02
4.22156982E-01	-4.22156982E-01	8.02226255E-01	5.98459046E-02
4.22156982E-01	-5.77350269E-01	6.98892087E-01	4.05884466E-02
4.22156982E-01	-6.98892087E-01	5.77350269E-01	4.05884466E-02
4.22156982E-01	-8.02226255E-01	4.22156982E-01	5.98459046E-02
4.22156982E-01	-8.93691099E-01	1.51985861E-01	7.68131933E-02
5.77350269E-01	-1.51985861E-01	8.02226255E-01	3.58039999E-02
5.77350269E-01	-4.22156982E-01	6.98892087E-01	4.05884466E-02
5.77350269E-01	-5.77350269E-01	5.77350269E-01	1.29898258E-02
5.77350269E-01	-6.98892087E-01	4.22156982E-01	4.05884466E-02
5.77350269E-01	-8.02226255E-01	1.51985861E-01	3.58039999E-02
6.98892087E-01	-1.51985861E-01	6.98892087E-01	6.19101107E-02
